SSID,BSSID,PHY,CHANNEL,FREQUENCY,RSSI(dBm),SNR(dB)
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,52
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,52
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,52
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,52
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,51
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,51
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,51
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,51
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,50
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-87,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-87,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-87,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,15
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,15
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,14
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,14
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,15
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-87,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-87,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-87,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,14
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,14
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,14
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,14
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,14
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-87,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-87,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-87,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-87,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-82,16
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-87,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,14
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,14
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-83,15
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-87,10
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-87,10
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-87,10
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-86,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-83,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-83,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-83,14
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-83,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-83,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-83,14
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-83,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-83,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-83,14
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-83,14
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-83,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-83,14
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,13
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-83,14
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,10
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-81,15
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,10
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,10
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-83,13
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,10
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-86,10
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-86,10
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-85,11
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-85,11
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-85,11
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-83,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-81,15
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-84,12
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,12
TUC,04:e7:95:1d:b2:c0,802.11a,120,5600,-83,13
GUEST,04:e7:95:1d:b2:c1,802.11a,120,5600,-84,12
eduroam,04:e7:95:1d:b2:c2,802.11a,120,5600,-84,12
